sep=;
Series;Time;Value
Tube top;2018-07-01T16:30:00+03:00;-33.23505756929638
Tube top;2018-07-01T17:00:00+03:00;-63.03295406824153
Tube top;2018-07-01T17:30:00+03:00;-79.0910944881889
Tube top;2018-07-01T18:00:00+03:00;-83.14496131147541
Tube top;2018-07-01T18:30:00+03:00;-85.85764786885254
Tube top;2018-07-01T19:00:00+03:00;-86.55654754098357
Tube top;2018-07-01T19:30:00+03:00;-87.31249704918032
Tube top;2018-07-01T20:00:00+03:00;-88.27981299212611
Tube top;2018-07-01T20:30:00+03:00;-89.0383366141732
Tube top;2018-07-01T21:00:00+03:00;-89.95417257217849
Tube top;2018-07-01T21:30:00+03:00;-90.70313836065561
Tube top;2018-07-01T22:00:00+03:00;-91.33231081967199
Tube top;2018-07-01T22:30:00+03:00;-91.89518832021012
Tube top;2018-07-01T23:00:00+03:00;-92.37482491803267
Tube top;2018-07-01T23:30:00+03:00;-92.78422047244085
Tube top;2018-07-02T00:00:00+03:00;-93.12965748031513
Tube top;2018-07-02T00:30:00+03:00;-93.46622163934423
Tube top;2018-07-02T01:00:00+03:00;-93.74185958005265
Tube top;2018-07-02T01:30:00+03:00;-93.9746537704919
Tube top;2018-07-02T02:00:00+03:00;-94.19372094550243
Tube top;2018-07-02T02:30:00+03:00;-94.3768793442623
Tube top;2018-07-02T03:00:00+03:00;-94.5424265091865
Tube top;2018-07-02T03:30:00+03:00;-94.62541180327887
Tube top;2018-07-02T04:00:00+03:00;-94.61190825688087
Tube top;2018-07-02T04:30:00+03:00;-94.90117913385832
Tube top;2018-07-02T05:00:00+03:00;-95.0389829508197
Tube top;2018-07-02T05:30:00+03:00;-95.13586688524609
Tube top;2018-07-02T06:00:00+03:00;-95.19522112860928
Tube top;2018-07-02T06:30:00+03:00;-95.09571213114747
Tube top;2018-07-02T07:00:00+03:00;-95.30813836065569
Tube top;2018-07-02T07:30:00+03:00;-95.43314426229486
Tube top;2018-07-02T08:00:00+03:00;-95.47578871391086
Tube top;2018-07-02T08:30:00+03:00;-95.523390163934
