sep=;
Series;Time;Value
xelab.mode;2018-07-20T16:00:00+03:00;4.3317
xelab.mode;2018-07-20T16:00:10+03:00;4.832
xelab.mode;2018-07-20T16:00:20+03:00;5.7054
xelab.mode;2018-07-20T16:00:30+03:00;5.3039
xelab.mode;2018-07-20T16:00:40+03:00;4.806
xelab.mode;2018-07-20T16:00:50+03:00;4.5932
xelab.mode;2018-07-20T16:01:00+03:00;5.6374
xelab.mode;2018-07-20T16:01:10+03:00;5.2164
xelab.mode;2018-07-20T16:01:20+03:00;5.6245
xelab.mode;2018-07-20T16:01:30+03:00;5.3748
xelab.mode;2018-07-20T16:01:40+03:00;5.2506
xelab.mode;2018-07-20T16:01:50+03:00;5.6031
xelab.mode;2018-07-20T16:02:00+03:00;5.3837
xelab.mode;2018-07-20T16:02:10+03:00;5.0579
xelab.mode;2018-07-20T16:02:20+03:00;5.5282
xelab.mode;2018-07-20T16:02:30+03:00;6.5529
xelab.mode;2018-07-20T16:02:40+03:00;5.6782
xelab.mode;2018-07-20T16:02:50+03:00;5.4481
xelab.mode;2018-07-20T16:03:00+03:00;4.9538
xelab.mode;2018-07-20T16:03:10+03:00;5.4801
xelab.mode;2018-07-20T16:03:20+03:00;4.92
xelab.mode;2018-07-20T16:03:30+03:00;6.2137
xelab.mode;2018-07-20T16:03:40+03:00;5.9111
xelab.mode;2018-07-20T16:03:50+03:00;5.0412
xelab.mode;2018-07-20T16:04:00+03:00;4.5267
xelab.mode;2018-07-20T16:04:10+03:00;5.3764
xelab.mode;2018-07-20T16:04:20+03:00;5.6285
xelab.mode;2018-07-20T16:04:30+03:00;4.8072
xelab.mode;2018-07-20T16:04:40+03:00;5.3629
xelab.mode;2018-07-20T16:04:50+03:00;5.0125
xelab.mode;2018-07-20T16:05:00+03:00;5.73
xelab.mode;2018-07-20T16:05:10+03:00;5.2921
xelab.mode;2018-07-20T16:05:20+03:00;5.2279
xelab.mode;2018-07-20T16:05:30+03:00;5.2812
xelab.mode;2018-07-20T16:05:40+03:00;6.1466
xelab.mode;2018-07-20T16:05:50+03:00;4.9472
xelab.mode;2018-07-20T16:06:00+03:00;5.2872
xelab.mode;2018-07-20T16:06:10+03:00;5.4753
xelab.mode;2018-07-20T16:06:20+03:00;5.3244
xelab.mode;2018-07-20T16:06:30+03:00;5.1273
xelab.mode;2018-07-20T16:06:40+03:00;5.3572
xelab.mode;2018-07-20T16:06:50+03:00;4.3231
xelab.mode;2018-07-20T16:07:00+03:00;4.868
xelab.mode;2018-07-20T16:07:10+03:00;4.8082
xelab.mode;2018-07-20T16:07:20+03:00;5.5268
xelab.mode;2018-07-20T16:07:30+03:00;6.8203
xelab.mode;2018-07-20T16:07:40+03:00;5.518
xelab.mode;2018-07-20T16:07:50+03:00;5.3973
xelab.mode;2018-07-20T16:08:00+03:00;4.3046
xelab.mode;2018-07-20T16:08:10+03:00;6.0081
xelab.mode;2018-07-20T16:08:20+03:00;4.8984
